Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-20 14:51:00,USD,31.2750,31.9450,31.6250,31.7250
2026-05-20 14:51:00,HKD,3.8880,4.0920,4.0140,4.0740
2026-05-20 14:51:00,GBP,41.2100,43.3300,42.2200,42.6200
2026-05-20 14:51:00,AUD,22.1100,22.8900,22.4000,22.6000
2026-05-20 14:51:00,CAD,22.5200,23.4300,22.9200,23.1200
2026-05-20 14:51:00,SGD,24.1400,25.0500,24.6300,24.8100
2026-05-20 14:51:00,CHF,39.2700,40.4700,39.9500,40.2000
2026-05-20 14:51:00,JPY,0.1900,0.2028,0.1973,0.2013
2026-05-20 14:51:00,ZAR,,,1.8560,1.9360
2026-05-20 14:51:00,SEK,,,3.3200,3.4200
2026-05-20 14:51:00,NZD,18.0000,18.8500,18.3800,18.5800
2026-05-20 14:51:00,THB,0.8398,1.0298,0.9532,0.9932
2026-05-20 14:51:00,PHP,0.4475,0.5795,,
2026-05-20 14:51:00,IDR,0.0014,0.0021,,
2026-05-20 14:51:00,EUR,35.9200,37.2600,36.5400,36.9400
2026-05-20 14:51:00,KRW,0.0193,0.0232,,
2026-05-20 14:51:00,VND,0.0010,0.0014,,
2026-05-20 14:51:00,MYR,6.9450,8.4700,,
2026-05-20 14:51:00,CNY,4.5520,4.7140,4.6240,4.6740
