Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-04-08 07:51:00,USD,31.5750,32.2450,31.9000,32.0500
2026-04-08 07:51:00,HKD,3.9250,4.1290,4.0460,4.1160
2026-04-08 07:51:00,GBP,41.6600,43.7800,42.5550,43.1850
2026-04-08 07:51:00,AUD,22.2400,23.0200,22.4550,22.8000
2026-04-08 07:51:00,CAD,22.6100,23.5200,22.9400,23.2700
2026-04-08 07:51:00,SGD,24.4700,25.3800,24.9400,25.1600
2026-04-08 07:51:00,CHF,39.6300,40.8300,40.2400,40.6300
2026-04-08 07:51:00,JPY,0.1923,0.2051,0.1991,0.2041
2026-04-08 07:51:00,ZAR,,,1.8930,1.9830
2026-04-08 07:51:00,SEK,,,3.3700,3.4900
2026-04-08 07:51:00,NZD,18.1100,18.9600,18.4400,18.7400
2026-04-08 07:51:00,THB,0.8658,1.0558,0.9762,1.0222
2026-04-08 07:51:00,PHP,0.4651,0.5971,,
2026-04-08 07:51:00,IDR,0.0015,0.0022,,
2026-04-08 07:51:00,EUR,36.5600,37.9000,37.0750,37.6750
2026-04-08 07:51:00,KRW,0.0196,0.0235,,
2026-04-08 07:51:00,VND,0.0010,0.0014,,
2026-04-08 07:51:00,MYR,6.9070,8.4320,,
2026-04-08 07:51:00,CNY,4.5810,4.7430,4.6480,4.7080
