Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-25 12:47:00,USD,31.0150,31.6850,31.3650,31.4650
2026-05-25 12:47:00,HKD,3.8530,4.0570,3.9790,4.0390
2026-05-25 12:47:00,GBP,41.1600,43.2800,42.1700,42.5700
2026-05-25 12:47:00,AUD,22.1300,22.9100,22.4200,22.6200
2026-05-25 12:47:00,CAD,22.2600,23.1700,22.6600,22.8600
2026-05-25 12:47:00,SGD,24.0300,24.9400,24.5200,24.7000
2026-05-25 12:47:00,CHF,39.3600,40.5600,40.0400,40.2900
2026-05-25 12:47:00,JPY,0.1885,0.2013,0.1958,0.1998
2026-05-25 12:47:00,ZAR,,,1.8830,1.9630
2026-05-25 12:47:00,SEK,,,3.3400,3.4400
2026-05-25 12:47:00,NZD,17.9900,18.8400,18.3700,18.5700
2026-05-25 12:47:00,THB,0.8400,1.0300,0.9534,0.9934
2026-05-25 12:47:00,PHP,0.4454,0.5774,,
2026-05-25 12:47:00,IDR,0.0014,0.0021,,
2026-05-25 12:47:00,EUR,35.7600,37.1000,36.3800,36.7800
2026-05-25 12:47:00,KRW,0.0191,0.0230,,
2026-05-25 12:47:00,VND,0.0010,0.0014,,
2026-05-25 12:47:00,MYR,6.9160,8.4410,,
2026-05-25 12:47:00,CNY,4.5350,4.6970,4.6070,4.6570
