Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-07 03:41:00,USD,31.2800,31.9500,31.6050,31.7550
2026-03-07 03:41:00,HKD,3.8960,4.1000,4.0170,4.0870
2026-03-07 03:41:00,GBP,41.2300,43.3500,42.1250,42.7550
2026-03-07 03:41:00,AUD,21.8800,22.6600,22.0950,22.4400
2026-03-07 03:41:00,CAD,22.8400,23.7500,23.1700,23.5000
2026-03-07 03:41:00,SGD,24.1900,25.1000,24.6600,24.8800
2026-03-07 03:41:00,CHF,39.9600,41.1600,40.5700,40.9600
2026-03-07 03:41:00,JPY,0.1916,0.2044,0.1984,0.2034
2026-03-07 03:41:00,ZAR,,,1.8670,1.9570
2026-03-07 03:41:00,SEK,,,3.4000,3.5200
2026-03-07 03:41:00,NZD,18.2200,19.0700,18.5500,18.8500
2026-03-07 03:41:00,THB,0.8676,1.0576,0.9780,1.0240
2026-03-07 03:41:00,PHP,0.4706,0.6026,,
2026-03-07 03:41:00,IDR,0.0015,0.0022,,
2026-03-07 03:41:00,EUR,35.9500,37.2900,36.4650,37.0650
2026-03-07 03:41:00,KRW,0.0196,0.0235,,
2026-03-07 03:41:00,VND,0.0010,0.0014,,
2026-03-07 03:41:00,MYR,7.0030,8.5280,,
2026-03-07 03:41:00,CNY,4.4920,4.6540,4.5590,4.6190
