Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-13 04:43:00,USD,31.1000,31.7700,31.4250,31.5750
2026-05-13 04:43:00,HKD,3.8680,4.0720,3.9890,4.0590
2026-05-13 04:43:00,GBP,41.4600,43.5800,42.3550,42.9850
2026-05-13 04:43:00,AUD,22.4200,23.2000,22.6350,22.9800
2026-05-13 04:43:00,CAD,22.5100,23.4200,22.8400,23.1700
2026-05-13 04:43:00,SGD,24.1700,25.0800,24.6400,24.8600
2026-05-13 04:43:00,CHF,39.5500,40.7500,40.1600,40.5500
2026-05-13 04:43:00,JPY,0.1907,0.2035,0.1975,0.2025
2026-05-13 04:43:00,ZAR,,,1.8630,1.9530
2026-05-13 04:43:00,SEK,,,3.3300,3.4500
2026-05-13 04:43:00,NZD,18.2800,19.1300,18.6100,18.9100
2026-05-13 04:43:00,THB,0.8450,1.0350,0.9554,1.0014
2026-05-13 04:43:00,PHP,0.4462,0.5782,,
2026-05-13 04:43:00,IDR,0.0015,0.0022,,
2026-05-13 04:43:00,EUR,36.1700,37.5100,36.6850,37.2850
2026-05-13 04:43:00,KRW,0.0194,0.0233,,
2026-05-13 04:43:00,VND,0.0009,0.0014,,
2026-05-13 04:43:00,MYR,6.9820,8.5070,,
2026-05-13 04:43:00,CNY,4.5410,4.7030,4.6080,4.6680
