Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-27 21:24:00,USD,31.0100,31.6800,31.3350,31.4850
2026-05-27 21:24:00,HKD,3.8540,4.0580,3.9750,4.0450
2026-05-27 21:24:00,GBP,41.0500,43.1700,41.9450,42.5750
2026-05-27 21:24:00,AUD,22.0400,22.8200,22.2550,22.6000
2026-05-27 21:24:00,CAD,22.2200,23.1300,22.5500,22.8800
2026-05-27 21:24:00,SGD,24.0300,24.9400,24.5000,24.7200
2026-05-27 21:24:00,CHF,39.1800,40.3800,39.7900,40.1800
2026-05-27 21:24:00,JPY,0.1879,0.2007,0.1947,0.1997
2026-05-27 21:24:00,ZAR,,,1.8760,1.9660
2026-05-27 21:24:00,SEK,,,3.3400,3.4600
2026-05-27 21:24:00,NZD,18.0200,18.8700,18.3500,18.6500
2026-05-27 21:24:00,THB,0.8343,1.0243,0.9447,0.9907
2026-05-27 21:24:00,PHP,0.4456,0.5776,,
2026-05-27 21:24:00,IDR,0.0014,0.0021,,
2026-05-27 21:24:00,EUR,35.7700,37.1100,36.2850,36.8850
2026-05-27 21:24:00,KRW,0.0192,0.0231,,
2026-05-27 21:24:00,VND,0.0009,0.0014,,
2026-05-27 21:24:00,MYR,6.8960,8.4210,,
2026-05-27 21:24:00,CNY,4.5370,4.6990,4.6040,4.6640
