Currency,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days
USD,Buying,31.43000,31.78000,31.75900,31.70000,31.62700,31.55300,31.48300,31.41500,31.33700,Selling,32.10000,31.88000,31.86300,31.81000,31.74500,31.67900,31.61600,31.55700,31.48700,
HKD,Buying,3.90200,4.02800,4.02600,4.02200,4.01700,4.01400,4.00800,4.00300,3.99800,Selling,4.10600,4.08800,4.08700,4.08600,4.08300,4.07900,4.07500,4.07100,4.06800,
GBP,Buying,40.96000,41.97000,41.93500,41.86400,41.77900,41.69800,41.61400,41.53000,41.44600,Selling,43.08000,42.37000,42.35300,42.31800,42.23900,42.16200,42.08900,42.01500,41.94200,
AUD,Buying,21.99000,22.28000,22.25700,22.21000,22.15100,22.09500,22.03900,21.98300,21.92900,Selling,22.77000,22.48000,22.46800,22.44500,22.39000,22.33600,22.28500,22.23600,22.18700,
CAD,Buying,22.07000,22.47000,22.46100,22.44400,22.43000,22.41800,22.40500,22.39200,22.37900,Selling,22.98000,22.67000,22.67100,22.67300,22.66300,22.65300,22.64600,22.64000,22.63300,
SGD,Buying,24.30000,24.79000,24.78400,24.77300,24.77300,24.77800,24.78100,24.78400,24.78700,Selling,25.21000,24.97000,24.97800,24.99400,24.99900,25.00500,25.01400,25.02300,25.03300,
CHF,Buying,37.80000,38.48000,38.49000,38.51000,38.56300,38.62200,38.68000,38.73900,38.79900,Selling,39.00000,38.73000,38.75800,38.81400,38.87600,38.93700,39.00700,39.07800,39.15000,
JPY,Buying,0.19170,0.19900,0.19900,0.19900,0.19910,0.19920,0.19930,0.19930,0.19930,Selling,0.20450,0.20300,0.20310,0.20320,0.20330,0.20340,0.20360,0.20370,0.20380,
ZAR,Buying,0.00000,1.90200,1.89900,1.89300,1.88400,1.87600,1.86800,1.86000,1.85200,Selling,0.00000,1.98200,1.98000,1.97600,1.96800,1.96000,1.95200,1.94500,1.93700,
SEK,Buying,0.00000,3.17000,3.16900,3.16700,3.16600,3.16500,3.16400,3.16300,3.16200,Selling,0.00000,3.27000,3.27100,3.27200,3.27100,3.27100,3.27000,3.27000,3.27000,
NZD,Buying,17.59000,17.97000,17.95800,17.93300,17.90900,17.88700,17.86400,17.84000,17.81600,Selling,18.44000,18.17000,18.16900,18.16600,18.14600,18.12600,18.10700,18.08700,18.06800,
THB,Buying,0.82380,0.93720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,1.01380,0.97720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,Buying,0.44130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.57330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,Buying,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,Buying,35.43000,36.05000,36.03200,35.99500,35.95700,35.91700,35.87300,35.82900,35.75900,Selling,36.77000,36.45000,36.43900,36.41700,36.38700,36.36000,36.33200,36.43550,36.27600,
KRW,Buying,0.02152,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.02542,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,Buying,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,Buying,6.77600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,8.30100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,Buying,4.64300,4.71500,4.71410,4.71240,4.71380,4.71430,4.71460,4.71480,4.71510,Selling,4.80500,4.76500,4.76490,4.76460,4.76590,4.76620,4.76810,4.77000,4.77190,
