Currency,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days
USD,Buying,31.48000,31.80500,31.81000,31.76100,31.68900,31.62600,31.55700,31.48500,31.42200,Selling,32.15000,31.95500,31.91500,31.87100,31.80400,31.74800,31.68400,31.61900,31.56200,
HKD,Buying,3.90800,4.02900,4.03100,4.02700,4.02200,4.01900,4.01300,4.00800,4.00300,Selling,4.11200,4.09900,4.09200,4.09100,4.08800,4.08400,4.08000,4.07600,4.07300,
GBP,Buying,41.39000,42.28500,42.45500,42.38400,42.29900,42.21800,42.13400,42.05000,41.96600,Selling,43.51000,42.91500,42.87300,42.83800,42.75900,42.68200,42.60900,42.53500,42.46200,
AUD,Buying,22.29000,22.50500,22.55700,22.51000,22.45100,22.39500,22.33900,22.28300,22.22900,Selling,23.07000,22.85000,22.76800,22.74500,22.69000,22.63600,22.58500,22.53600,22.48700,
CAD,Buying,22.32000,22.65000,22.69100,22.67400,22.66000,22.64800,22.63500,22.62200,22.60900,Selling,23.23000,22.98000,22.90100,22.90300,22.89300,22.88300,22.87600,22.87000,22.86300,
SGD,Buying,24.42000,24.89000,24.90400,24.89300,24.89300,24.89800,24.90100,24.90400,24.90700,Selling,25.33000,25.11000,25.09800,25.11400,25.11900,25.12500,25.13400,25.14300,25.15300,
CHF,Buying,37.91000,38.52000,38.49000,38.51000,38.56300,38.62200,38.68000,38.73900,38.79900,Selling,39.11000,38.91000,38.75800,38.81400,38.87600,38.93700,39.00700,39.07800,39.15000,
JPY,Buying,0.19550,0.20230,0.20280,0.20280,0.20290,0.20300,0.20300,0.20310,0.20320,Selling,0.20830,0.20730,0.20690,0.20700,0.20710,0.20720,0.20740,0.20750,0.20770,
ZAR,Buying,0.00000,1.91500,1.91200,1.90600,1.89700,1.88900,1.88100,1.87300,1.86500,Selling,0.00000,2.00500,1.99300,1.98900,1.98100,1.97300,1.96500,1.95800,1.95000,
SEK,Buying,0.00000,3.19000,3.19900,3.19700,3.19600,3.19500,3.19400,3.19300,3.19200,Selling,0.00000,3.31000,3.30100,3.30200,3.30100,3.30100,3.30000,3.30000,3.30000,
NZD,Buying,17.81000,18.14000,18.16800,18.14300,18.11900,18.09700,18.07400,18.05000,18.02600,Selling,18.66000,18.44000,18.37900,18.37600,18.35600,18.33600,18.31700,18.29700,18.27800,
THB,Buying,0.83020,0.94060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,1.02020,0.98660,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,Buying,0.44260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.57460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,Buying,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,Buying,35.82000,36.33500,36.36700,36.34100,36.30200,36.27900,36.24200,36.20500,36.14700,Selling,37.16000,36.93500,36.77400,36.76200,36.73200,36.71500,36.69300,36.67000,36.64800,
KRW,Buying,0.02135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.02525,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,Buying,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,Buying,6.75200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,8.27700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,Buying,4.66000,4.72700,4.72730,4.72780,4.72790,4.73060,4.73190,4.73380,4.73470,Selling,4.82200,4.78700,4.77750,4.77850,4.78020,4.78060,4.78310,4.78560,4.78810,
