Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-08 22:43:00,USD,31.0250,31.6950,31.3500,31.5000
2026-05-08 22:43:00,HKD,3.8580,4.0620,3.9790,4.0490
2026-05-08 22:43:00,GBP,41.5700,43.6900,42.4650,43.0950
2026-05-08 22:43:00,AUD,22.3800,23.1600,22.5950,22.9400
2026-05-08 22:43:00,CAD,22.4400,23.3500,22.7700,23.1000
2026-05-08 22:43:00,SGD,24.2100,25.1200,24.6800,24.9000
2026-05-08 22:43:00,CHF,39.5900,40.7900,40.2000,40.5900
2026-05-08 22:43:00,JPY,0.1915,0.2043,0.1983,0.2033
2026-05-08 22:43:00,ZAR,,,1.8730,1.9630
2026-05-08 22:43:00,SEK,,,3.3600,3.4800
2026-05-08 22:43:00,NZD,18.2600,19.1100,18.5900,18.8900
2026-05-08 22:43:00,THB,0.8464,1.0364,0.9568,1.0028
2026-05-08 22:43:00,PHP,0.4527,0.5847,,
2026-05-08 22:43:00,IDR,0.0015,0.0022,,
2026-05-08 22:43:00,EUR,36.2000,37.5400,36.7150,37.3150
2026-05-08 22:43:00,KRW,0.0197,0.0236,,
2026-05-08 22:43:00,VND,0.0009,0.0014,,
2026-05-08 22:43:00,MYR,6.9890,8.5140,,
2026-05-08 22:43:00,CNY,4.5280,4.6900,4.5950,4.6550
