Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-23 14:56:00,USD,31.7850,32.4550,32.1350,32.2350
2026-03-23 14:56:00,HKD,3.9560,4.1600,4.0820,4.1420
2026-03-23 14:56:00,GBP,41.5800,43.7000,42.5900,42.9900
2026-03-23 14:56:00,AUD,21.9900,22.7700,22.2800,22.4800
2026-03-23 14:56:00,CAD,22.9400,23.8500,23.3400,23.5400
2026-03-23 14:56:00,SGD,24.5000,25.4100,24.9900,25.1700
2026-03-23 14:56:00,CHF,39.9300,41.1300,40.6100,40.8600
2026-03-23 14:56:00,JPY,0.1925,0.2053,0.1998,0.2038
2026-03-23 14:56:00,ZAR,,,1.8260,1.9060
2026-03-23 14:56:00,SEK,,,3.3800,3.4800
2026-03-23 14:56:00,NZD,18.1800,19.0300,18.5600,18.7600
2026-03-23 14:56:00,THB,0.8473,1.0373,0.9607,1.0007
2026-03-23 14:56:00,PHP,0.4675,0.5995,,
2026-03-23 14:56:00,IDR,0.0015,0.0022,,
2026-03-23 14:56:00,EUR,36.2900,37.6300,36.9100,37.3100
2026-03-23 14:56:00,KRW,0.0195,0.0234,,
2026-03-23 14:56:00,VND,0.0010,0.0014,,
2026-03-23 14:56:00,MYR,7.1440,8.6690,,
2026-03-23 14:56:00,CNY,4.5580,4.7200,4.6300,4.6800
