Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-24 02:42:00,USD,31.2300,31.9000,31.5550,31.7050
2026-06-24 02:42:00,HKD,3.8790,4.0830,4.0000,4.0700
2026-06-24 02:42:00,GBP,40.6200,42.7400,41.5150,42.1450
2026-06-24 02:42:00,AUD,21.5300,22.3100,21.7450,22.0900
2026-06-24 02:42:00,CAD,21.7700,22.6800,22.1000,22.4300
2026-06-24 02:42:00,SGD,23.8400,24.7500,24.3100,24.5300
2026-06-24 02:42:00,CHF,38.2500,39.4500,38.8600,39.2500
2026-06-24 02:42:00,JPY,0.1866,0.1994,0.1934,0.1984
2026-06-24 02:42:00,ZAR,,,1.8700,1.9600
2026-06-24 02:42:00,SEK,,,3.1900,3.3100
2026-06-24 02:42:00,NZD,17.4800,18.3300,17.8100,18.1100
2026-06-24 02:42:00,THB,0.8227,1.0127,0.9331,0.9791
2026-06-24 02:42:00,PHP,0.4517,0.5837,,
2026-06-24 02:42:00,IDR,0.0014,0.0021,,
2026-06-24 02:42:00,EUR,35.2200,36.5600,35.7350,36.3350
2026-06-24 02:42:00,KRW,0.0189,0.0228,,
2026-06-24 02:42:00,VND,0.0010,0.0014,,
2026-06-24 02:42:00,MYR,6.6140,8.1390,,
2026-06-24 02:42:00,CNY,4.5580,4.7200,4.6250,4.6850
