Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-09 02:45:00,USD,31.2800,31.9500,31.6050,31.7550
2026-03-09 02:45:00,HKD,3.8940,4.0980,4.0150,4.0850
2026-03-09 02:45:00,GBP,41.3100,43.4300,42.2050,42.8350
2026-03-09 02:45:00,AUD,21.7500,22.5300,21.9650,22.3100
2026-03-09 02:45:00,CAD,22.8600,23.7700,23.1900,23.5200
2026-03-09 02:45:00,SGD,24.1900,25.1000,24.6600,24.8800
2026-03-09 02:45:00,CHF,40.0200,41.2200,40.6300,41.0200
2026-03-09 02:45:00,JPY,0.1916,0.2044,0.1984,0.2034
2026-03-09 02:45:00,ZAR,,,1.8680,1.9580
2026-03-09 02:45:00,SEK,,,3.3900,3.5100
2026-03-09 02:45:00,NZD,18.1600,19.0100,18.4900,18.7900
2026-03-09 02:45:00,THB,0.8686,1.0586,0.9790,1.0250
2026-03-09 02:45:00,PHP,0.4707,0.6027,,
2026-03-09 02:45:00,IDR,0.0015,0.0022,,
2026-03-09 02:45:00,EUR,36.0000,37.3400,36.5150,37.1150
2026-03-09 02:45:00,KRW,0.0196,0.0235,,
2026-03-09 02:45:00,VND,0.0010,0.0014,,
2026-03-09 02:45:00,MYR,7.0030,8.5280,,
2026-03-09 02:45:00,CNY,4.4910,4.6530,4.5580,4.6180
