Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-18 23:42:00,USD,31.1800,31.8500,31.5050,31.6550
2026-06-18 23:42:00,HKD,3.8740,4.0780,3.9950,4.0650
2026-06-18 23:42:00,GBP,40.6200,42.7400,41.5150,42.1450
2026-06-18 23:42:00,AUD,21.7800,22.5600,21.9950,22.3400
2026-06-18 23:42:00,CAD,21.8600,22.7700,22.1900,22.5200
2026-06-18 23:42:00,SGD,23.8900,24.8000,24.3600,24.5800
2026-06-18 23:42:00,CHF,38.5200,39.7200,39.1300,39.5200
2026-06-18 23:42:00,JPY,0.1869,0.1997,0.1937,0.1987
2026-06-18 23:42:00,ZAR,,,1.8760,1.9660
2026-06-18 23:42:00,SEK,,,3.2500,3.3700
2026-06-18 23:42:00,NZD,17.7200,18.5700,18.0500,18.3500
2026-06-18 23:42:00,THB,0.8349,1.0249,0.9453,0.9913
2026-06-18 23:42:00,PHP,0.4557,0.5877,,
2026-06-18 23:42:00,IDR,0.0014,0.0021,,
2026-06-18 23:42:00,EUR,35.4300,36.7700,35.9450,36.5450
2026-06-18 23:42:00,KRW,0.0188,0.0227,,
2026-06-18 23:42:00,VND,0.0009,0.0014,,
2026-06-18 23:42:00,MYR,6.6470,8.1720,,
2026-06-18 23:42:00,CNY,4.5670,4.7290,4.6340,4.6940
