Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-05 20:42:00,USD,31.2050,31.8750,31.5300,31.6800
2026-05-05 20:42:00,HKD,3.8780,4.0820,3.9990,4.0690
2026-05-05 20:42:00,GBP,41.6300,43.7500,42.5250,43.1550
2026-05-05 20:42:00,AUD,22.2900,23.0700,22.5050,22.8500
2026-05-05 20:42:00,CAD,22.7100,23.6200,23.0400,23.3700
2026-05-05 20:42:00,SGD,24.1800,25.0900,24.6500,24.8700
2026-05-05 20:42:00,CHF,39.5300,40.7300,40.1400,40.5300
2026-05-05 20:42:00,JPY,0.1912,0.2040,0.1980,0.2030
2026-05-05 20:42:00,ZAR,,,1.8500,1.9400
2026-05-05 20:42:00,SEK,,,3.3600,3.4800
2026-05-05 20:42:00,NZD,18.1300,18.9800,18.4600,18.7600
2026-05-05 20:42:00,THB,0.8406,1.0306,0.9510,0.9970
2026-05-05 20:42:00,PHP,0.4477,0.5797,,
2026-05-05 20:42:00,IDR,0.0015,0.0022,,
2026-05-05 20:42:00,EUR,36.1400,37.4800,36.6550,37.2550
2026-05-05 20:42:00,KRW,0.0197,0.0236,,
2026-05-05 20:42:00,VND,0.0010,0.0014,,
2026-05-05 20:42:00,MYR,6.9500,8.4750,,
2026-05-05 20:42:00,CNY,4.5310,4.6930,4.5980,4.6580
