Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-27 13:48:00,USD,31.0050,31.6750,31.3550,31.4550
2026-05-27 13:48:00,HKD,3.8510,4.0550,3.9770,4.0370
2026-05-27 13:48:00,GBP,41.0500,43.1700,42.0600,42.4600
2026-05-27 13:48:00,AUD,22.0800,22.8600,22.3700,22.5700
2026-05-27 13:48:00,CAD,22.2400,23.1500,22.6400,22.8400
2026-05-27 13:48:00,SGD,24.0200,24.9300,24.5100,24.6900
2026-05-27 13:48:00,CHF,39.1800,40.3800,39.8600,40.1100
2026-05-27 13:48:00,JPY,0.1879,0.2007,0.1952,0.1992
2026-05-27 13:48:00,ZAR,,,1.8800,1.9600
2026-05-27 13:48:00,SEK,,,3.3300,3.4300
2026-05-27 13:48:00,NZD,17.9800,18.8300,18.3600,18.5600
2026-05-27 13:48:00,THB,0.8352,1.0252,0.9486,0.9886
2026-05-27 13:48:00,PHP,0.4443,0.5763,,
2026-05-27 13:48:00,IDR,0.0014,0.0021,,
2026-05-27 13:48:00,EUR,35.7400,37.0800,36.3600,36.7600
2026-05-27 13:48:00,KRW,0.0192,0.0231,,
2026-05-27 13:48:00,VND,0.0010,0.0014,,
2026-05-27 13:48:00,MYR,6.8950,8.4200,,
2026-05-27 13:48:00,CNY,4.5350,4.6970,4.6070,4.6570
