Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-09-22 01:40:00,USD,31.3600,32.0300,31.6850,31.8350
2026-09-22 01:40:00,HKD,3.8930,4.0970,4.0140,4.0840
2026-09-22 01:40:00,GBP,41.2800,43.4000,42.1750,42.8050
2026-09-22 01:40:00,AUD,22.2400,23.0200,22.4550,22.8000
2026-09-22 01:40:00,CAD,22.1600,23.0700,22.4900,22.8200
2026-09-22 01:40:00,SGD,24.3100,25.2200,24.7800,25.0000
2026-09-22 01:40:00,CHF,37.8600,39.0600,38.4700,38.8600
2026-09-22 01:40:00,JPY,0.1926,0.2054,0.1994,0.2044
2026-09-22 01:40:00,ZAR,,,1.9090,1.9990
2026-09-22 01:40:00,SEK,,,3.1700,3.2900
2026-09-22 01:40:00,NZD,17.6900,18.5400,18.0200,18.3200
2026-09-22 01:40:00,THB,0.8265,1.0165,0.9369,0.9829
2026-09-22 01:40:00,PHP,0.4403,0.5723,,
2026-09-22 01:40:00,IDR,0.0014,0.0021,,
2026-09-22 01:40:00,EUR,35.6300,36.9700,36.1450,36.7450
2026-09-22 01:40:00,KRW,0.0214,0.0253,,
2026-09-22 01:40:00,VND,0.0010,0.0014,,
2026-09-22 01:40:00,MYR,6.7650,8.2900,,
2026-09-22 01:40:00,CNY,4.6490,4.8110,4.7160,4.7760
