Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-04 04:25:00,USD,31.2500,31.9200,31.5750,31.7250
2026-05-04 04:25:00,HKD,3.8840,4.0880,4.0050,4.0750
2026-05-04 04:25:00,GBP,41.8600,43.9800,42.7550,43.3850
2026-05-04 04:25:00,AUD,22.4600,23.2400,22.6750,23.0200
2026-05-04 04:25:00,CAD,22.8100,23.7200,23.1400,23.4700
2026-05-04 04:25:00,SGD,24.2800,25.1900,24.7500,24.9700
2026-05-04 04:25:00,CHF,39.7300,40.9300,40.3400,40.7300
2026-05-04 04:25:00,JPY,0.1928,0.2056,0.1996,0.2046
2026-05-04 04:25:00,ZAR,,,1.8560,1.9460
2026-05-04 04:25:00,SEK,,,3.3800,3.5000
2026-05-04 04:25:00,NZD,18.2200,19.0700,18.5500,18.8500
2026-05-04 04:25:00,THB,0.8470,1.0370,0.9574,1.0034
2026-05-04 04:25:00,PHP,0.4500,0.5820,,
2026-05-04 04:25:00,IDR,0.0015,0.0022,,
2026-05-04 04:25:00,EUR,36.3700,37.7100,36.8850,37.4850
2026-05-04 04:25:00,KRW,0.0198,0.0237,,
2026-05-04 04:25:00,VND,0.0010,0.0014,,
2026-05-04 04:25:00,MYR,6.9470,8.4720,,
2026-05-04 04:25:00,CNY,4.5390,4.7010,4.6060,4.6660
