Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-25 18:41:00,USD,31.4500,32.1200,31.7750,31.9250
2026-06-25 18:41:00,HKD,3.9070,4.1110,4.0280,4.0980
2026-06-25 18:41:00,GBP,40.7700,42.8900,41.6650,42.2950
2026-06-25 18:41:00,AUD,21.5800,22.3600,21.7950,22.1400
2026-06-25 18:41:00,CAD,21.8900,22.8000,22.2200,22.5500
2026-06-25 18:41:00,SGD,23.9800,24.8900,24.4500,24.6700
2026-06-25 18:41:00,CHF,38.4200,39.6200,39.0300,39.4200
2026-06-25 18:41:00,JPY,0.1877,0.2005,0.1945,0.1995
2026-06-25 18:41:00,ZAR,,,1.8800,1.9700
2026-06-25 18:41:00,SEK,,,3.2100,3.3300
2026-06-25 18:41:00,NZD,17.5000,18.3500,17.8300,18.1300
2026-06-25 18:41:00,THB,0.8259,1.0159,0.9363,0.9823
2026-06-25 18:41:00,PHP,0.4547,0.5867,,
2026-06-25 18:41:00,IDR,0.0014,0.0021,,
2026-06-25 18:41:00,EUR,35.3600,36.7000,35.8750,36.4750
2026-06-25 18:41:00,KRW,0.0189,0.0228,,
2026-06-25 18:41:00,VND,0.0010,0.0014,,
2026-06-25 18:41:00,MYR,6.7100,8.2350,,
2026-06-25 18:41:00,CNY,4.5860,4.7480,4.6530,4.7130
