Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-08 18:41:00,USD,31.1800,31.8500,31.5050,31.6550
2026-06-08 18:41:00,HKD,3.8750,4.0790,3.9960,4.0660
2026-06-08 18:41:00,GBP,40.9300,43.0500,41.8250,42.4550
2026-06-08 18:41:00,AUD,21.9100,22.6900,22.1250,22.4700
2026-06-08 18:41:00,CAD,22.1700,23.0800,22.5000,22.8300
2026-06-08 18:41:00,SGD,23.9300,24.8400,24.4000,24.6200
2026-06-08 18:41:00,CHF,38.7700,39.9700,39.3800,39.7700
2026-06-08 18:41:00,JPY,0.1882,0.2010,0.1950,0.2000
2026-06-08 18:41:00,ZAR,,,1.8680,1.9580
2026-06-08 18:41:00,SEK,,,3.2900,3.4100
2026-06-08 18:41:00,NZD,17.8900,18.7400,18.2200,18.5200
2026-06-08 18:41:00,THB,0.8341,1.0241,0.9445,0.9905
2026-06-08 18:41:00,PHP,0.4458,0.5778,,
2026-06-08 18:41:00,IDR,0.0014,0.0021,,
2026-06-08 18:41:00,EUR,35.5900,36.9300,36.1050,36.7050
2026-06-08 18:41:00,KRW,0.0188,0.0227,,
2026-06-08 18:41:00,VND,0.0009,0.0014,,
2026-06-08 18:41:00,MYR,6.7280,8.2530,,
2026-06-08 18:41:00,CNY,4.5580,4.7200,4.6250,4.6850
