Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-29 13:54:00,USD,31.5200,32.1900,31.8700,31.9700
2026-06-29 13:54:00,HKD,3.9140,4.1180,4.0400,4.1000
2026-06-29 13:54:00,GBP,40.9700,43.0900,41.9800,42.3800
2026-06-29 13:54:00,AUD,21.6200,22.4000,21.9100,22.1100
2026-06-29 13:54:00,CAD,22.0100,22.9200,22.4100,22.6100
2026-06-29 13:54:00,SGD,24.1000,25.0100,24.5900,24.7700
2026-06-29 13:54:00,CHF,38.6200,39.8200,39.3000,39.5500
2026-06-29 13:54:00,JPY,0.1880,0.2008,0.1953,0.1993
2026-06-29 13:54:00,ZAR,,,1.9010,1.9810
2026-06-29 13:54:00,SEK,,,3.2400,3.3400
2026-06-29 13:54:00,NZD,17.5600,18.4100,17.9400,18.1400
2026-06-29 13:54:00,THB,0.8297,1.0197,0.9431,0.9831
2026-06-29 13:54:00,PHP,0.4553,0.5873,,
2026-06-29 13:54:00,IDR,0.0014,0.0021,,
2026-06-29 13:54:00,EUR,35.5500,36.8900,36.1700,36.5700
2026-06-29 13:54:00,KRW,0.0190,0.0229,,
2026-06-29 13:54:00,VND,0.0010,0.0014,,
2026-06-29 13:54:00,MYR,6.8290,8.3540,,
2026-06-29 13:54:00,CNY,4.5970,4.7590,4.6690,4.7190
