Currency,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days
USD,Buying,31.26500,31.61500,31.59900,31.55100,31.48800,31.42700,31.36600,31.30300,31.24200,Selling,31.93500,31.71500,31.70300,31.65900,31.60300,31.55000,31.49700,31.44100,31.38900,
HKD,Buying,3.88100,4.00700,4.00500,4.00100,3.99600,3.99300,3.98700,3.98200,3.97700,Selling,4.08500,4.06700,4.06600,4.06500,4.06200,4.05800,4.05400,4.05000,4.04700,
GBP,Buying,41.15000,42.16000,42.12500,42.05400,41.96900,41.88800,41.80400,41.72000,41.63600,Selling,43.27000,42.56000,42.54300,42.50800,42.42900,42.35200,42.27900,42.20500,42.13200,
AUD,Buying,22.14000,22.43000,22.40700,22.36000,22.30100,22.24500,22.18900,22.13300,22.07900,Selling,22.92000,22.63000,22.61800,22.59500,22.54000,22.48600,22.43500,22.38600,22.33700,
CAD,Buying,22.08000,22.48000,22.47100,22.45400,22.44000,22.42800,22.41500,22.40200,22.38900,Selling,22.99000,22.68000,22.68100,22.68300,22.67300,22.66300,22.65600,22.65000,22.64300,
SGD,Buying,24.24000,24.73000,24.72400,24.71300,24.71300,24.71800,24.72100,24.72400,24.72700,Selling,25.15000,24.91000,24.91800,24.93400,24.93900,24.94500,24.95400,24.96300,24.97300,
CHF,Buying,37.75000,38.43000,38.44000,38.46000,38.51300,38.57200,38.63000,38.68900,38.74900,Selling,38.95000,38.68000,38.70800,38.76400,38.82600,38.88700,38.95700,39.02800,39.10000,
JPY,Buying,0.19160,0.19890,0.19890,0.19890,0.19900,0.19910,0.19920,0.19920,0.19920,Selling,0.20440,0.20290,0.20300,0.20310,0.20320,0.20330,0.20350,0.20360,0.20370,
ZAR,Buying,0.00000,1.90500,1.90200,1.89600,1.88700,1.87900,1.87100,1.86300,1.85500,Selling,0.00000,1.98500,1.98300,1.97900,1.97100,1.96300,1.95500,1.94800,1.94000,
SEK,Buying,0.00000,3.17000,3.16900,3.16700,3.16600,3.16500,3.16400,3.16300,3.16200,Selling,0.00000,3.27000,3.27100,3.27200,3.27100,3.27100,3.27000,3.27000,3.27000,
NZD,Buying,17.70000,18.08000,18.06800,18.04300,18.01900,17.99700,17.97400,17.95000,17.92600,Selling,18.55000,18.28000,18.27900,18.27600,18.25600,18.23600,18.21700,18.19700,18.17800,
THB,Buying,0.82350,0.93690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,1.01350,0.97690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,Buying,0.43910,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.57110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,Buying,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,Buying,35.48000,36.10000,36.08400,36.05200,36.02100,35.99500,35.95900,35.92400,35.86700,Selling,36.82000,36.50000,36.49400,36.48100,36.45500,36.43600,36.41500,36.39400,36.37200,
KRW,Buying,0.02154,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.02544,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,Buying,0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,Buying,6.73900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,8.26400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,Buying,4.63000,4.70200,4.70180,4.70130,4.70370,4.70540,4.70700,4.70910,4.71030,Selling,4.79200,4.75200,4.75290,4.75460,4.75550,4.75780,4.76040,4.76290,4.76550,
