Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-10 22:43:00,USD,31.2700,31.9400,31.5950,31.7450
2026-06-10 22:43:00,HKD,3.8860,4.0900,4.0070,4.0770
2026-06-10 22:43:00,GBP,41.2600,43.3800,42.1550,42.7850
2026-06-10 22:43:00,AUD,21.8600,22.6400,22.0750,22.4200
2026-06-10 22:43:00,CAD,22.2600,23.1700,22.5900,22.9200
2026-06-10 22:43:00,SGD,24.0500,24.9600,24.5200,24.7400
2026-06-10 22:43:00,CHF,38.9000,40.1000,39.5100,39.9000
2026-06-10 22:43:00,JPY,0.1883,0.2011,0.1951,0.2001
2026-06-10 22:43:00,ZAR,,,1.8730,1.9630
2026-06-10 22:43:00,SEK,,,3.2900,3.4100
2026-06-10 22:43:00,NZD,17.9700,18.8200,18.3000,18.6000
2026-06-10 22:43:00,THB,0.8340,1.0240,0.9444,0.9904
2026-06-10 22:43:00,PHP,0.4512,0.5832,,
2026-06-10 22:43:00,IDR,0.0014,0.0021,,
2026-06-10 22:43:00,EUR,35.8100,37.1500,36.3250,36.9250
2026-06-10 22:43:00,KRW,0.0191,0.0230,,
2026-06-10 22:43:00,VND,0.0010,0.0014,,
2026-06-10 22:43:00,MYR,6.7560,8.2810,,
2026-06-10 22:43:00,CNY,4.5770,4.7390,4.6440,4.7040
