Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-01-30 05:51:00,USD,30.9000,31.5700,31.2250,31.3750
2026-01-30 05:51:00,HKD,3.8550,4.0590,3.9760,4.0460
2026-01-30 05:51:00,GBP,42.0400,44.1600,42.9350,43.5650
2026-01-30 05:51:00,AUD,21.6800,22.4600,21.8950,22.2400
2026-01-30 05:51:00,CAD,22.7200,23.6300,23.0500,23.3800
2026-01-30 05:51:00,SGD,24.1900,25.1000,24.6600,24.8800
2026-01-30 05:51:00,CHF,40.1400,41.3400,40.7500,41.1400
2026-01-30 05:51:00,JPY,0.1953,0.2081,0.2021,0.2071
2026-01-30 05:51:00,ZAR,,,1.9450,2.0350
2026-01-30 05:51:00,SEK,,,3.5000,3.6200
2026-01-30 05:51:00,NZD,18.5600,19.4100,18.8900,19.1900
2026-01-30 05:51:00,THB,0.8736,1.0636,0.9840,1.0300
2026-01-30 05:51:00,PHP,0.4648,0.5968,,
2026-01-30 05:51:00,IDR,0.0015,0.0022,,
2026-01-30 05:51:00,EUR,36.6500,37.9900,37.1650,37.7650
2026-01-30 05:51:00,KRW,0.0201,0.0240,,
2026-01-30 05:51:00,VND,0.0010,0.0014,,
2026-01-30 05:51:00,MYR,6.9440,8.4690,,
2026-01-30 05:51:00,CNY,4.4110,4.5730,4.4780,4.5380
