Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-22 16:42:00,USD,31.1450,31.8150,31.4700,31.6200
2026-05-22 16:42:00,HKD,3.8700,4.0740,3.9910,4.0610
2026-05-22 16:42:00,GBP,41.1900,43.3100,42.0850,42.7150
2026-05-22 16:42:00,AUD,22.1300,22.9100,22.3450,22.6900
2026-05-22 16:42:00,CAD,22.4000,23.3100,22.7300,23.0600
2026-05-22 16:42:00,SGD,24.0800,24.9900,24.5500,24.7700
2026-05-22 16:42:00,CHF,39.3300,40.5300,39.9400,40.3300
2026-05-22 16:42:00,JPY,0.1891,0.2019,0.1959,0.2009
2026-05-22 16:42:00,ZAR,,,1.8700,1.9600
2026-05-22 16:42:00,SEK,,,3.3200,3.4400
2026-05-22 16:42:00,NZD,18.0200,18.8700,18.3500,18.6500
2026-05-22 16:42:00,THB,0.8377,1.0277,0.9481,0.9941
2026-05-22 16:42:00,PHP,0.4454,0.5774,,
2026-05-22 16:42:00,IDR,0.0014,0.0021,,
2026-05-22 16:42:00,EUR,35.8200,37.1600,36.3350,36.9350
2026-05-22 16:42:00,KRW,0.0191,0.0230,,
2026-05-22 16:42:00,VND,0.0009,0.0014,,
2026-05-22 16:42:00,MYR,6.9290,8.4540,,
2026-05-22 16:42:00,CNY,4.5450,4.7070,4.6120,4.6720
