Currency,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days
USD,Buying,31.30000,31.65000,31.63000,31.57600,31.50300,31.43700,31.36700,31.30300,31.23300,Selling,31.97000,31.75000,31.73400,31.68500,31.61900,31.55900,31.49600,31.43900,31.37600,
HKD,Buying,3.88500,4.01100,4.00900,4.00500,4.00000,3.99700,3.99100,3.98600,3.98100,Selling,4.08900,4.07100,4.07000,4.06900,4.06600,4.06200,4.05800,4.05400,4.05100,
GBP,Buying,41.00000,42.01000,41.97500,41.90400,41.81900,41.73800,41.65400,41.57000,41.48600,Selling,43.12000,42.41000,42.39300,42.35800,42.27900,42.20200,42.12900,42.05500,41.98200,
AUD,Buying,22.07000,22.36000,22.33700,22.29000,22.23100,22.17500,22.11900,22.06300,22.00900,Selling,22.85000,22.56000,22.54800,22.52500,22.47000,22.41600,22.36500,22.31600,22.26700,
CAD,Buying,22.01000,22.41000,22.40100,22.38400,22.37000,22.35800,22.34500,22.33200,22.31900,Selling,22.92000,22.61000,22.61100,22.61300,22.60300,22.59300,22.58600,22.58000,22.57300,
SGD,Buying,24.24000,24.73000,24.72400,24.71300,24.71300,24.71800,24.72100,24.72400,24.72700,Selling,25.15000,24.91000,24.91800,24.93400,24.93900,24.94500,24.95400,24.96300,24.97300,
CHF,Buying,37.74000,38.42000,38.43000,38.45000,38.50300,38.56200,38.62000,38.67900,38.73900,Selling,38.94000,38.67000,38.69800,38.75400,38.81600,38.87700,38.94700,39.01800,39.09000,
JPY,Buying,0.19170,0.19900,0.19900,0.19900,0.19910,0.19920,0.19930,0.19930,0.19930,Selling,0.20450,0.20300,0.20310,0.20320,0.20330,0.20340,0.20360,0.20370,0.20380,
ZAR,Buying,0.00000,1.91100,1.90800,1.90200,1.89300,1.88500,1.87700,1.86900,1.86100,Selling,0.00000,1.99100,1.98900,1.98500,1.97700,1.96900,1.96100,1.95400,1.94600,
SEK,Buying,0.00000,3.17000,3.16900,3.16700,3.16600,3.16500,3.16400,3.16300,3.16200,Selling,0.00000,3.27000,3.27100,3.27200,3.27100,3.27100,3.27000,3.27000,3.27000,
NZD,Buying,17.61000,17.99000,17.97800,17.95300,17.92900,17.90700,17.88400,17.86000,17.83600,Selling,18.46000,18.19000,18.18900,18.18600,18.16600,18.14600,18.12700,18.10700,18.08800,
THB,Buying,0.82510,0.93850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,1.01510,0.97850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,Buying,0.43990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.57190,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,Buying,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,Buying,35.40000,36.02000,36.00500,35.97600,35.93600,35.91400,35.87800,35.84200,35.78400,Selling,36.74000,36.42000,36.41300,36.40000,36.36400,36.35200,36.33000,36.30900,36.28700,
KRW,Buying,0.02148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.02538,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,Buying,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,Buying,6.74700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,8.27200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,Buying,4.62900,4.70100,4.70090,4.70060,4.70260,4.70400,4.70590,4.70840,4.70990,Selling,4.79100,4.75100,4.75160,4.75290,4.75430,4.75560,4.75830,4.76110,4.76390,
