Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-24 12:53:00,USD,31.3200,31.9900,31.6700,31.7700
2026-06-24 12:53:00,HKD,3.8890,4.0930,4.0150,4.0750
2026-06-24 12:53:00,GBP,40.6500,42.7700,41.6600,42.0600
2026-06-24 12:53:00,AUD,21.5200,22.3000,21.8100,22.0100
2026-06-24 12:53:00,CAD,21.8200,22.7300,22.2200,22.4200
2026-06-24 12:53:00,SGD,23.8700,24.7800,24.3600,24.5400
2026-06-24 12:53:00,CHF,38.3100,39.5100,38.9900,39.2400
2026-06-24 12:53:00,JPY,0.1871,0.1999,0.1944,0.1984
2026-06-24 12:53:00,ZAR,,,1.8730,1.9530
2026-06-24 12:53:00,SEK,,,3.2100,3.3100
2026-06-24 12:53:00,NZD,17.4600,18.3100,17.8400,18.0400
2026-06-24 12:53:00,THB,0.8215,1.0115,0.9349,0.9749
2026-06-24 12:53:00,PHP,0.4511,0.5831,,
2026-06-24 12:53:00,IDR,0.0014,0.0021,,
2026-06-24 12:53:00,EUR,35.2300,36.5700,35.8500,36.2500
2026-06-24 12:53:00,KRW,0.0189,0.0228,,
2026-06-24 12:53:00,VND,0.0010,0.0014,,
2026-06-24 12:53:00,MYR,6.6350,8.1600,,
2026-06-24 12:53:00,CNY,4.5610,4.7230,4.6330,4.6830
