Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-27 20:44:00,USD,31.0100,31.6800,31.3350,31.4850
2026-05-27 20:44:00,HKD,3.8540,4.0580,3.9750,4.0450
2026-05-27 20:44:00,GBP,41.0500,43.1700,41.9450,42.5750
2026-05-27 20:44:00,AUD,22.0400,22.8200,22.2550,22.6000
2026-05-27 20:44:00,CAD,22.2400,23.1500,22.5700,22.9000
2026-05-27 20:44:00,SGD,24.0300,24.9400,24.5000,24.7200
2026-05-27 20:44:00,CHF,39.2300,40.4300,39.8400,40.2300
2026-05-27 20:44:00,JPY,0.1880,0.2008,0.1948,0.1998
2026-05-27 20:44:00,ZAR,,,1.8760,1.9660
2026-05-27 20:44:00,SEK,,,3.3400,3.4600
2026-05-27 20:44:00,NZD,18.0200,18.8700,18.3500,18.6500
2026-05-27 20:44:00,THB,0.8358,1.0258,0.9462,0.9922
2026-05-27 20:44:00,PHP,0.4460,0.5780,,
2026-05-27 20:44:00,IDR,0.0014,0.0021,,
2026-05-27 20:44:00,EUR,35.7700,37.1100,36.2850,36.8850
2026-05-27 20:44:00,KRW,0.0193,0.0232,,
2026-05-27 20:44:00,VND,0.0009,0.0014,,
2026-05-27 20:44:00,MYR,6.8960,8.4210,,
2026-05-27 20:44:00,CNY,4.5370,4.6990,4.6040,4.6640
