Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-04-23 09:56:00,USD,31.0950,31.7650,31.4450,31.5450
2026-04-23 09:56:00,HKD,3.8650,4.0690,3.9910,4.0510
2026-04-23 09:56:00,GBP,41.3200,43.4400,42.3300,42.7300
2026-04-23 09:56:00,AUD,22.1400,22.9200,22.4300,22.6300
2026-04-23 09:56:00,CAD,22.5500,23.4600,22.9500,23.1500
2026-04-23 09:56:00,SGD,24.1200,25.0300,24.6100,24.7900
2026-04-23 09:56:00,CHF,39.3300,40.5300,40.0100,40.2600
2026-04-23 09:56:00,JPY,0.1884,0.2012,0.1957,0.1997
2026-04-23 09:56:00,ZAR,,,1.8700,1.9500
2026-04-23 09:56:00,SEK,,,3.3700,3.4700
2026-04-23 09:56:00,NZD,18.1100,18.9600,18.4900,18.6900
2026-04-23 09:56:00,THB,0.8468,1.0368,0.9602,1.0002
2026-04-23 09:56:00,PHP,0.4555,0.5875,,
2026-04-23 09:56:00,IDR,0.0015,0.0022,,
2026-04-23 09:56:00,EUR,36.0600,37.4000,36.6800,37.0800
2026-04-23 09:56:00,KRW,0.0196,0.0234,,
2026-04-23 09:56:00,VND,0.0010,0.0014,,
2026-04-23 09:56:00,MYR,6.9360,8.4610,,
2026-04-23 09:56:00,CNY,4.5160,4.6780,4.5880,4.6380
