Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-23 10:50:00,USD,31.1950,31.8650,31.5450,31.6450
2026-06-23 10:50:00,HKD,3.8740,4.0780,4.0000,4.0600
2026-06-23 10:50:00,GBP,40.6500,42.7700,41.6600,42.0600
2026-06-23 10:50:00,AUD,21.6600,22.4400,21.9500,22.1500
2026-06-23 10:50:00,CAD,21.8100,22.7200,22.2100,22.4100
2026-06-23 10:50:00,SGD,23.8500,24.7600,24.3400,24.5200
2026-06-23 10:50:00,CHF,38.2500,39.4500,38.9300,39.1800
2026-06-23 10:50:00,JPY,0.1863,0.1991,0.1936,0.1976
2026-06-23 10:50:00,ZAR,,,1.8850,1.9650
2026-06-23 10:50:00,SEK,,,3.2400,3.3400
2026-06-23 10:50:00,NZD,17.5500,18.4000,17.9300,18.1300
2026-06-23 10:50:00,THB,0.8296,1.0196,0.9430,0.9830
2026-06-23 10:50:00,PHP,0.4501,0.5821,,
2026-06-23 10:50:00,IDR,0.0014,0.0021,,
2026-06-23 10:50:00,EUR,35.2900,36.6300,35.9100,36.3100
2026-06-23 10:50:00,KRW,0.0188,0.0227,,
2026-06-23 10:50:00,VND,0.0010,0.0014,,
2026-06-23 10:50:00,MYR,6.6080,8.1330,,
2026-06-23 10:50:00,CNY,4.5630,4.7250,4.6350,4.6850
