Currency,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days,Rate,Cash,Spot,Forward-10Days,Forward-30Days,Forward-60Days,Forward-90Days,Forward-120Days,Forward-150Days,Forward-180Days
USD,Buying,31.36000,31.68500,31.69200,31.64100,31.57100,31.50300,31.42800,31.36200,31.29900,Selling,32.03000,31.83500,31.79600,31.74900,31.68600,31.62500,31.55700,31.49800,31.44100,
HKD,Buying,3.89300,4.01400,4.01600,4.01200,4.00700,4.00400,3.99800,3.99300,3.98800,Selling,4.09700,4.08400,4.07700,4.07600,4.07300,4.06900,4.06500,4.06100,4.05800,
GBP,Buying,41.28000,42.17500,42.27500,42.20400,42.11900,42.03800,41.95400,41.87000,41.78600,Selling,43.40000,42.80500,42.69300,42.65800,42.57900,42.50200,42.42900,42.35500,42.28200,
AUD,Buying,22.23000,22.44500,22.50700,22.46000,22.40100,22.34500,22.28900,22.23300,22.17900,Selling,23.01000,22.79000,22.71800,22.69500,22.64000,22.58600,22.53500,22.48600,22.43700,
CAD,Buying,22.14000,22.47000,22.56100,22.54400,22.53000,22.51800,22.50500,22.49200,22.47900,Selling,23.05000,22.80000,22.77100,22.77300,22.76300,22.75300,22.74600,22.74000,22.73300,
SGD,Buying,24.31000,24.78000,24.80400,24.79300,24.79300,24.79800,24.80100,24.80400,24.80700,Selling,25.22000,25.00000,24.99800,25.01400,25.01900,25.02500,25.03400,25.04300,25.05300,
CHF,Buying,37.86000,38.47000,38.46000,38.48000,38.53300,38.59200,38.65000,38.70900,38.76900,Selling,39.06000,38.86000,38.72800,38.78400,38.84600,38.90700,38.97700,39.04800,39.12000,
JPY,Buying,0.19260,0.19940,0.20000,0.20000,0.20010,0.20020,0.20030,0.20030,0.20030,Selling,0.20540,0.20440,0.20410,0.20420,0.20430,0.20440,0.20460,0.20470,0.20480,
ZAR,Buying,0.00000,1.90900,1.91300,1.90700,1.89800,1.89000,1.88200,1.87400,1.86600,Selling,0.00000,1.99900,1.99400,1.99000,1.98200,1.97400,1.96600,1.95900,1.95100,
SEK,Buying,0.00000,3.17000,3.18900,3.18700,3.18600,3.18500,3.18400,3.18300,3.18200,Selling,0.00000,3.29000,3.29100,3.29200,3.29100,3.29100,3.29000,3.29000,3.29000,
NZD,Buying,17.67000,18.00000,18.06800,18.04300,18.01900,17.99700,17.97400,17.95000,17.92600,Selling,18.52000,18.30000,18.27900,18.27600,18.25600,18.23600,18.21700,18.19700,18.17800,
THB,Buying,0.82650,0.93690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,1.01650,0.98290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,Buying,0.44030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.57230,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,Buying,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00208,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,Buying,35.61000,36.12500,36.23600,36.20900,36.17700,36.14800,36.11200,36.07600,36.01900,Selling,36.95000,36.72500,36.64400,36.63200,36.60500,36.58600,36.56500,36.54400,36.52200,
KRW,Buying,0.02137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.02527,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,Buying,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,0.00139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,Buying,6.76500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Selling,8.29000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,Buying,4.64900,4.71600,4.71780,4.71730,4.71930,4.72120,4.72280,4.72490,4.72600,Selling,4.81100,4.77600,4.76880,4.77030,4.77190,4.77320,4.77580,4.77850,4.78110,
