Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-12 15:57:00,USD,31.4800,32.1500,31.8300,31.9300
2026-03-12 15:57:00,HKD,3.9170,4.1210,4.0430,4.1030
2026-03-12 15:57:00,GBP,41.4800,43.6000,42.4900,42.8900
2026-03-12 15:57:00,AUD,22.3500,23.1300,22.6400,22.8400
2026-03-12 15:57:00,CAD,22.9700,23.8800,23.3700,23.5700
2026-03-12 15:57:00,SGD,24.4300,25.3400,24.9200,25.1000
2026-03-12 15:57:00,CHF,39.9500,41.1500,40.6300,40.8800
2026-03-12 15:57:00,JPY,0.1915,0.2043,0.1988,0.2028
2026-03-12 15:57:00,ZAR,,,1.8820,1.9620
2026-03-12 15:57:00,SEK,,,3.4000,3.5000
2026-03-12 15:57:00,NZD,18.3500,19.2000,18.7300,18.9300
2026-03-12 15:57:00,THB,0.8736,1.0636,0.9870,1.0270
2026-03-12 15:57:00,PHP,0.4707,0.6027,,
2026-03-12 15:57:00,IDR,0.0015,0.0022,,
2026-03-12 15:57:00,EUR,36.0000,37.3400,36.6200,37.0200
2026-03-12 15:57:00,KRW,0.0198,0.0238,,
2026-03-12 15:57:00,VND,0.0010,0.0014,,
2026-03-12 15:57:00,MYR,7.0890,8.6140,,
2026-03-12 15:57:00,CNY,4.5380,4.7000,4.6100,4.6600
