Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-23 16:41:00,USD,31.6950,32.3650,32.0200,32.1700
2026-03-23 16:41:00,HKD,3.9440,4.1480,4.0650,4.1350
2026-03-23 16:41:00,GBP,41.5700,43.6900,42.4650,43.0950
2026-03-23 16:41:00,AUD,21.9900,22.7700,22.2050,22.5500
2026-03-23 16:41:00,CAD,22.8900,23.8000,23.2200,23.5500
2026-03-23 16:41:00,SGD,24.4400,25.3500,24.9100,25.1300
2026-03-23 16:41:00,CHF,39.8500,41.0500,40.4600,40.8500
2026-03-23 16:41:00,JPY,0.1921,0.2049,0.1989,0.2039
2026-03-23 16:41:00,ZAR,,,1.8250,1.9150
2026-03-23 16:41:00,SEK,,,3.3600,3.4800
2026-03-23 16:41:00,NZD,18.1500,19.0000,18.4800,18.7800
2026-03-23 16:41:00,THB,0.8452,1.0352,0.9556,1.0016
2026-03-23 16:41:00,PHP,0.4662,0.5982,,
2026-03-23 16:41:00,IDR,0.0015,0.0022,,
2026-03-23 16:41:00,EUR,36.2300,37.5700,36.7450,37.3450
2026-03-23 16:41:00,KRW,0.0195,0.0234,,
2026-03-23 16:41:00,VND,0.0010,0.0014,,
2026-03-23 16:41:00,MYR,7.1210,8.6460,,
2026-03-23 16:41:00,CNY,4.5490,4.7110,4.6160,4.6760
