Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-05-22 01:43:00,USD,31.1950,31.8650,31.5200,31.6700
2026-05-22 01:43:00,HKD,3.8780,4.0820,3.9990,4.0690
2026-05-22 01:43:00,GBP,41.2500,43.3700,42.1450,42.7750
2026-05-22 01:43:00,AUD,22.1900,22.9700,22.4050,22.7500
2026-05-22 01:43:00,CAD,22.4500,23.3600,22.7800,23.1100
2026-05-22 01:43:00,SGD,24.1500,25.0600,24.6200,24.8400
2026-05-22 01:43:00,CHF,39.3200,40.5200,39.9300,40.3200
2026-05-22 01:43:00,JPY,0.1897,0.2025,0.1965,0.2015
2026-05-22 01:43:00,ZAR,,,1.8610,1.9510
2026-05-22 01:43:00,SEK,,,3.3300,3.4500
2026-05-22 01:43:00,NZD,18.0800,18.9300,18.4100,18.7100
2026-05-22 01:43:00,THB,0.8400,1.0300,0.9504,0.9964
2026-05-22 01:43:00,PHP,0.4478,0.5798,,
2026-05-22 01:43:00,IDR,0.0014,0.0021,,
2026-05-22 01:43:00,EUR,35.8900,37.2300,36.4050,37.0050
2026-05-22 01:43:00,KRW,0.0193,0.0232,,
2026-05-22 01:43:00,VND,0.0009,0.0014,,
2026-05-22 01:43:00,MYR,6.9510,8.4760,,
2026-05-22 01:43:00,CNY,4.5520,4.7140,4.6190,4.6790
