Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-09-25 09:45:00,USD,31.3800,32.0500,31.7050,31.8550
2026-09-25 09:45:00,HKD,3.8970,4.1010,4.0180,4.0880
2026-09-25 09:45:00,GBP,40.8300,42.9500,41.7250,42.3550
2026-09-25 09:45:00,AUD,21.9100,22.6900,22.1250,22.4700
2026-09-25 09:45:00,CAD,21.9900,22.9000,22.3200,22.6500
2026-09-25 09:45:00,SGD,24.2700,25.1800,24.7400,24.9600
2026-09-25 09:45:00,CHF,37.5700,38.7700,38.1800,38.5700
2026-09-25 09:45:00,JPY,0.1911,0.2039,0.1979,0.2029
2026-09-25 09:45:00,ZAR,,,1.8910,1.9810
2026-09-25 09:45:00,SEK,,,3.1500,3.2700
2026-09-25 09:45:00,NZD,17.5200,18.3700,17.8500,18.1500
2026-09-25 09:45:00,THB,0.8222,1.0122,0.9326,0.9786
2026-09-25 09:45:00,PHP,0.4410,0.5730,,
2026-09-25 09:45:00,IDR,0.0014,0.0021,,
2026-09-25 09:45:00,EUR,35.3600,36.7000,35.8750,36.4750
2026-09-25 09:45:00,KRW,0.0215,0.0255,,
2026-09-25 09:45:00,VND,0.0010,0.0014,,
2026-09-25 09:45:00,MYR,6.7810,8.3060,,
2026-09-25 09:45:00,CNY,4.6380,4.8000,4.7050,4.7650
