Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-19 01:41:00,USD,31.4400,32.1100,31.7650,31.9150
2026-03-19 01:41:00,HKD,3.9060,4.1100,4.0270,4.0970
2026-03-19 01:41:00,GBP,41.3400,43.4600,42.2350,42.8650
2026-03-19 01:41:00,AUD,22.1900,22.9700,22.4050,22.7500
2026-03-19 01:41:00,CAD,22.7600,23.6700,23.0900,23.4200
2026-03-19 01:41:00,SGD,24.3200,25.2300,24.7900,25.0100
2026-03-19 01:41:00,CHF,39.6200,40.8200,40.2300,40.6200
2026-03-19 01:41:00,JPY,0.1906,0.2034,0.1974,0.2024
2026-03-19 01:41:00,ZAR,,,1.8460,1.9360
2026-03-19 01:41:00,SEK,,,3.3500,3.4700
2026-03-19 01:41:00,NZD,18.1800,19.0300,18.5100,18.8100
2026-03-19 01:41:00,THB,0.8500,1.0400,0.9604,1.0064
2026-03-19 01:41:00,PHP,0.4680,0.6000,,
2026-03-19 01:41:00,IDR,0.0015,0.0022,,
2026-03-19 01:41:00,EUR,35.9000,37.2400,36.4150,37.0150
2026-03-19 01:41:00,KRW,0.0195,0.0234,,
2026-03-19 01:41:00,VND,0.0010,0.0014,,
2026-03-19 01:41:00,MYR,7.1040,8.6290,,
2026-03-19 01:41:00,CNY,4.5290,4.6910,4.5960,4.6560
