Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-18 00:41:00,USD,31.5050,32.1750,31.8300,31.9800
2026-03-18 00:41:00,HKD,3.9160,4.1200,4.0370,4.1070
2026-03-18 00:41:00,GBP,41.3900,43.5100,42.2850,42.9150
2026-03-18 00:41:00,AUD,22.2800,23.0600,22.4950,22.8400
2026-03-18 00:41:00,CAD,22.8200,23.7300,23.1500,23.4800
2026-03-18 00:41:00,SGD,24.3900,25.3000,24.8600,25.0800
2026-03-18 00:41:00,CHF,39.8200,41.0200,40.4300,40.8200
2026-03-18 00:41:00,JPY,0.1915,0.2043,0.1983,0.2033
2026-03-18 00:41:00,ZAR,,,1.8620,1.9520
2026-03-18 00:41:00,SEK,,,3.3700,3.4900
2026-03-18 00:41:00,NZD,18.2200,19.0700,18.5500,18.8500
2026-03-18 00:41:00,THB,0.8584,1.0484,0.9688,1.0148
2026-03-18 00:41:00,PHP,0.4682,0.6002,,
2026-03-18 00:41:00,IDR,0.0015,0.0022,,
2026-03-18 00:41:00,EUR,35.9800,37.3200,36.4950,37.0950
2026-03-18 00:41:00,KRW,0.0197,0.0236,,
2026-03-18 00:41:00,VND,0.0010,0.0014,,
2026-03-18 00:41:00,MYR,7.1180,8.6430,,
2026-03-18 00:41:00,CNY,4.5360,4.6980,4.6030,4.6630
