Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-06-04 05:51:00,USD,31.0250,31.6950,31.3500,31.5000
2026-06-04 05:51:00,HKD,3.8540,4.0580,3.9750,4.0450
2026-06-04 05:51:00,GBP,40.9800,43.1000,41.8750,42.5050
2026-06-04 05:51:00,AUD,22.0200,22.8000,22.2350,22.5800
2026-06-04 05:51:00,CAD,22.1300,23.0400,22.4600,22.7900
2026-06-04 05:51:00,SGD,23.9100,24.8200,24.3800,24.6000
2026-06-04 05:51:00,CHF,38.8800,40.0800,39.4900,39.8800
2026-06-04 05:51:00,JPY,0.1872,0.2000,0.1940,0.1990
2026-06-04 05:51:00,ZAR,,,1.8780,1.9680
2026-06-04 05:51:00,SEK,,,3.2800,3.4000
2026-06-04 05:51:00,NZD,17.9400,18.7900,18.2700,18.5700
2026-06-04 05:51:00,THB,0.8312,1.0212,0.9416,0.9876
2026-06-04 05:51:00,PHP,0.4429,0.5749,,
2026-06-04 05:51:00,IDR,0.0014,0.0021,,
2026-06-04 05:51:00,EUR,35.6500,36.9900,36.1650,36.7650
2026-06-04 05:51:00,KRW,0.0188,0.0227,,
2026-06-04 05:51:00,VND,0.0009,0.0014,,
2026-06-04 05:51:00,MYR,6.8420,8.3670,,
2026-06-04 05:51:00,CNY,4.5400,4.7020,4.6070,4.6670
