Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-04-16 22:41:00,USD,31.1450,31.8150,31.4700,31.6200
2026-04-16 22:41:00,HKD,3.8760,4.0800,3.9970,4.0670
2026-04-16 22:41:00,GBP,41.4700,43.5900,42.3650,42.9950
2026-04-16 22:41:00,AUD,22.2400,23.0200,22.4550,22.8000
2026-04-16 22:41:00,CAD,22.5100,23.4200,22.8400,23.1700
2026-04-16 22:41:00,SGD,24.2200,25.1300,24.6900,24.9100
2026-04-16 22:41:00,CHF,39.4600,40.6600,40.0700,40.4600
2026-04-16 22:41:00,JPY,0.1890,0.2018,0.1958,0.2008
2026-04-16 22:41:00,ZAR,,,1.8750,1.9650
2026-04-16 22:41:00,SEK,,,3.3800,3.5000
2026-04-16 22:41:00,NZD,18.1000,18.9500,18.4300,18.7300
2026-04-16 22:41:00,THB,0.8564,1.0464,0.9668,1.0128
2026-04-16 22:41:00,PHP,0.4600,0.5920,,
2026-04-16 22:41:00,IDR,0.0015,0.0022,,
2026-04-16 22:41:00,EUR,36.3300,37.6700,36.8450,37.4450
2026-04-16 22:41:00,KRW,0.0196,0.0235,,
2026-04-16 22:41:00,VND,0.0009,0.0014,,
2026-04-16 22:41:00,MYR,6.9520,8.4770,,
2026-04-16 22:41:00,CNY,4.5260,4.6880,4.5930,4.6530
