Date,Currency,Cash,Cash.1,Spot,Spot.1
2026-03-07 01:41:00,USD,31.2800,31.9500,31.6050,31.7550
2026-03-07 01:41:00,HKD,3.8960,4.1000,4.0170,4.0870
2026-03-07 01:41:00,GBP,41.2300,43.3500,42.1250,42.7550
2026-03-07 01:41:00,AUD,21.8300,22.6100,22.0450,22.3900
2026-03-07 01:41:00,CAD,22.8000,23.7100,23.1300,23.4600
2026-03-07 01:41:00,SGD,24.2100,25.1200,24.6800,24.9000
2026-03-07 01:41:00,CHF,39.9500,41.1500,40.5600,40.9500
2026-03-07 01:41:00,JPY,0.1916,0.2044,0.1984,0.2034
2026-03-07 01:41:00,ZAR,,,1.8620,1.9520
2026-03-07 01:41:00,SEK,,,3.3900,3.5100
2026-03-07 01:41:00,NZD,18.2000,19.0500,18.5300,18.8300
2026-03-07 01:41:00,THB,0.8672,1.0572,0.9776,1.0236
2026-03-07 01:41:00,PHP,0.4704,0.6024,,
2026-03-07 01:41:00,IDR,0.0015,0.0022,,
2026-03-07 01:41:00,EUR,35.9500,37.2900,36.4650,37.0650
2026-03-07 01:41:00,KRW,0.0196,0.0235,,
2026-03-07 01:41:00,VND,0.0010,0.0014,,
2026-03-07 01:41:00,MYR,7.0030,8.5280,,
2026-03-07 01:41:00,CNY,4.4940,4.6560,4.5610,4.6210
